Disease,Question
Tiểu Đường Tuýp 1,"Tôi bị bệnh tim và mạch máu. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi bị tổn thương dây thần kinh. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi bị bệnh thận đái tháo đường. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi bị tổn thương mắt. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi bị bàn chân đái tháo đường. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi bị nhiễm trùng da và miệng. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi bị bệnh nướu răng và khô miệng. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,"Tôi bị sảy thai và thai lưu. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 1,Con tôi bị dị tật bẩm sinh. Tôi có thể đang bị bệnh gì?
Tiểu Đường Tuýp 2,"Tôi hiện đang có các triệu chứng như rất khát và đi tiểu nhiều. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi đang cảm thấy nhìn mờ và cáu kỉnh. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi hay bị ngứa ran hoặc tê ở bàn tay hoặc bàn chân. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi mệt mỏi và vết thương lâu lành. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi bị nhiễm trùng nấm men tiếp tục tái phát. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi cảm thấy đói và giảm cân mà không cần cố gắng. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi bị nhiễm trùng nhiều hơn. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi có da sần sần quanh cổ hoặc nách. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi trên 45 tuổi và có cha mẹ bị tiểu đường tuýp 2. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi là người Mỹ gốc Phi. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi bị tiền tiểu đường. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi bị bệnh tim và mạch máu. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi bị huyết áp cao. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi có HDL thấp và chất béo trung tính cao. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi thừa cân hoặc béo phì. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi bị tiểu đường thai kỳ khi mang thai. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi sinh con nặng hơn 4kg. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi bị hội chứng buồng trứng đa nang. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,"Tôi bị trầm cảm. Tôi có thể đang bị bệnh gì?
"
Tiểu Đường Tuýp 2,Tôi ít tập thể dục. Tôi có thể đang bị bệnh gì?
Truyền Máu Song Thai,"Tôi hiện đang có các triệu chứng như bụng to nhanh bất thường khi mang song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy khó thở và bụng căng tức khi mang song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay bị đa ối khi mang song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy lo lắng vì có thể bị hội chứng truyền máu song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay mang song thai cùng trứng, chung bánh nhau. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy lo lắng vì truyền máu song thai có thể gây nguy hiểm cho thai nhi. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay bị thiểu ối khi mang song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy lo lắng vì truyền máu song thai có thể gây tử vong thai nhi. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay bị phù nề khi mang song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy lo lắng vì truyền máu song thai cần được chẩn đoán và điều trị sớm. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay bị suy tim khi mang song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy lo lắng vì truyền máu song thai có thể gây sinh non. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay bị chênh lệch kích thước thai nhi khi mang song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy lo lắng vì truyền máu song thai có thể gây tổn thương não thai nhi. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay bị đa ối và khó thở khi mang song thai. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy lo lắng vì truyền máu song thai cần được theo dõi sát sao. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay bị thiếu máu sau khi sinh. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi đang cảm thấy lo lắng vì truyền máu song thai có thể gây suy giảm thần kinh ở trẻ. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,"Tôi hay mang song thai và cần được siêu âm thường xuyên. Tôi có thể đang bị bệnh gì?
"
Truyền Máu Song Thai,Tôi đang cảm thấy lo lắng vì truyền máu song thai có thể gây ra nhiều biến chứng nguy hiểm. Tôi có thể đang bị bệnh gì?
Trào Ngược Dạ Dày Thực Quản,"Tôi hiện đang có các triệu ợ nóng, ợ chua, ợ hơi. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy đau tức ngực và buồn nôn. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị ợ chua vào ban đêm. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy khó nuốt và có cảm giác vướng nghẹn ở cổ. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị đau họng, ho khan và khàn tiếng. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy lo lắng vì có thể bị trào ngược dạ dày thực quản. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị thừa cân, béo phì và ợ chua. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy khó chịu vì bị trào ngược dạ dày khi mang thai. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị trào ngược dạ dày sau khi sử dụng thuốc. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy lo lắng vì trào ngược dạ dày có thể gây ra nhiều biến chứng. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị ợ chua sau khi uống rượu bia. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy khó chịu vì trào ngược dạ dày sau khi ăn đồ chua. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị ợ chua sau khi ăn đồ dầu mỡ. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy khó chịu vì trào ngược dạ dày do căng thẳng. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị ợ chua và lo lắng về nguy cơ viêm thực quản. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy lo lắng vì trào ngược dạ dày có thể gây hẹp thực quản. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị ợ chua và lo lắng về nguy cơ ung thư thực quản. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi đang cảm thấy khó chịu vì bị hôi miệng do trào ngược dạ dày. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,"Tôi hay bị ợ chua về đêm và khó ngủ. Tôi có thể đang bị bệnh gì?
"
Trào Ngược Dạ Dày Thực Quản,Tôi đang cảm thấy khó chịu vì trào ngược dạ dày ảnh hưởng đến chất lượng cuộc sống. Tôi có thể đang bị bệnh gì?
Trầm Cảm Sau Sinh,"Tôi hay khóc lóc và ủ rũ sau khi sinh con. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi hiện đang có các triệu chứng như lo lắng, khóc, mất ngủ, mệt mỏi sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi đang cảm thấy thiếu tập trung và khó khăn trong việc đưa ra quyết định sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi hay chán ghét bản thân và có ý nghĩ tự tử sau khi sinh con. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi cảm thấy dễ kích động, lú lẫn, cáu gắt và mất ngủ sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi lo lắng mình không phải là một người mẹ tốt. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi không có hứng thú với em bé hoặc cảm thấy em bé dường như không phải là con của mình. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi giảm trí nhớ và khả năng tập trung sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi có suy nghĩ làm hại bản thân hoặc em bé. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi suy nghĩ thường xuyên về cái chết hoặc tự tử. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi mệt mỏi quá mức sau sinh và không có hứng thú với các hoạt động xung quanh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi dễ cáu gắt, khó chịu và tức giận với con. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi chán ăn hoặc ăn nhiều hơn bình thường sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi mất ngủ triền miên hoặc ngủ quá nhiều sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi cảm thấy suy nghĩ, hành động và phản ứng chậm chạp hoặc lặp lại sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi buồn chán, bồn chồn và ủ rũ sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi cảm thấy thay đổi cảm xúc và tâm trạng thất thường sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi ít nói chuyện và xa lánh gia đình, bạn bè sau sinh. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,"Tôi lo ngại về ngoại hình sau sinh và tăng cân mất kiểm soát. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm Sau Sinh,Tôi lo lắng và hoài nghi về khả năng nuôi con của bản thân. Tôi có thể đang bị bệnh gì?
Trầm Cảm,"Tôi hay đau nhức không rõ nguyên nhân. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi hay mất tập trung và hiệu quả công việc giảm sút. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi bị rối loạn giấc ngủ, ngủ quá nhiều hoặc quá ít. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Cảm giác thèm ăn và cân nặng của tôi thay đổi đáng kể. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi dễ cáu kỉnh, kích động và ủ rũ với những điều nhỏ nhặt. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi cảm thấy mệt mỏi, mất sức và giảm ham muốn tình dục. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi cảm thấy vô dụng, vô giá trị và hay tự trách bản thân. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi hay nghĩ đến cái chết và có ý định tự tử. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi gặp khó khăn trong việc giao tiếp và các mối quan hệ xã hội. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi tự làm đau bản thân và mong muốn làm hại người khác. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi trải qua biến cố lớn trong cuộc đời và cảm thấy chán nản, tuyệt vọng. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi lạm dụng rượu bia và chất kích thích. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi gặp áp lực công việc và gia đình kéo dài. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi bị tổn thương cơ thể sau tai nạn. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi thiếu các mối quan hệ hỗ trợ và gặp khó khăn về kinh tế. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi là phụ nữ sau sinh và cảm thấy lo lắng, thiếu ngủ, cáu gắt. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi là học sinh, sinh viên và cảm thấy áp lực học tập quá lớn. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi mắc bệnh ung thư hoặc bệnh truyền nhiễm nguy hiểm. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi cảm thấy buồn bã, mất hứng thú với cuộc sống trong thời gian dài. Tôi có thể đang bị bệnh gì?
"
Trầm Cảm,"Tôi có tiền sử mắc bệnh não như viêm não, u não. Tôi có thể đang bị bệnh gì?"
Tái Cực Sớm,"Tôi hiện đang có các triệu chứng như ngất xỉu, choáng váng từng cơn. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi đang cảm thấy tim đập nhanh và hồi hộp. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi hay bị mệt mỏi và khó thở. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi là vận động viên và lo lắng về nguy cơ tái cực sớm. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi là người trẻ tuổi và lo lắng về nguy cơ tái cực sớm. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi muốn tìm hiểu về các dấu hiệu của tái cực sớm. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi muốn tìm hiểu về cách điều trị tái cực sớm. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi muốn tìm một cơ sở y tế uy tín để điều trị tái cực sớm. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi muốn được tư vấn về các vấn đề sức khỏe liên quan đến tái cực sớm. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi lo lắng về nguy cơ biến chứng của tái cực sớm. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi muốn tìm hiểu về cấy máy khử rung tim (ICD). Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi muốn tìm hiểu về các loại thuốc điều trị tái cực sớm. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi muốn tìm hiểu về thủ thuật triệt phá loạn nhịp bằng sóng cao tần. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi bị tái cực sớm và muốn biết mình có cần điều trị hay không. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi bị tái cực sớm và lo lắng về nguy cơ đột tử. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi bị tái cực sớm và muốn tìm hiểu về cách phòng ngừa biến chứng. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi bị tái cực sớm và muốn tìm hiểu về chế độ sinh hoạt phù hợp. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi bị tái cực sớm và muốn tìm hiểu về chế độ dinh dưỡng phù hợp. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,"Tôi bị tái cực sớm và muốn tìm hiểu về cách tập luyện phù hợp. Tôi có thể đang bị bệnh gì?
"
Tái Cực Sớm,Tôi bị tái cực sớm và muốn tìm hiểu về cách quản lý căng thẳng. Tôi có thể đang bị bệnh gì?
Táo Bón,"Tôi hiện đang có các triệu chứng như khó đi đại tiện, phân cứng và đau rát hậu môn. Tôi có thể đang bị bệnh gì?
"
Táo Bón,"Tôi đang cảm thấy chướng bụng, đầy hơi và buồn nôn. Tôi có thể đang bị bệnh gì?
"
Táo Bón,"Tôi hay bị táo bón và phân có lẫn máu. Tôi có thể đang bị bệnh gì?
"
Táo Bón,"Tôi ăn ít rau xanh, trái cây và uống ít nước. Tôi có thể đang bị bệnh gì?
"
Táo Bón,"Tôi lười vận động và thường xuyên nhịn đi đại tiện. Tôi có thể đang bị bệnh gì?
"
